region_schema,region_parent,region_child,agerange,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-31,2020-08-01,2020-08-02,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-30,2020-08-31,2020-09-01,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-30,2020-10-01,2020-10-02,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15
admin_1,mw,mw-lk,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,0,,0,1,,0,1,0,0,0,0,0,-1,1,,,0,0,0,0,0,0,0,0,0,-1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mc,,,0,4,0,7,0,3,0,4,1,1,0,0,1,0,1,1,0,0,3,0,,,0,,0,0,,0,0,0,0,0,0,1,0,2,,,0,0,1,2,0,1,0,0,0,0,2,0,,0,2,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mg,,,2,1,0,0,4,7,6,0,4,4,3,2,2,7,3,0,0,0,3,0,,,0,,0,1,,0,0,1,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,0,0,0,0,,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,2,0,0,0,1,0,,,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,,1,0,0,1,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mh,,,0,0,0,2,2,8,3,0,3,2,0,1,0,2,0,0,0,0,7,0,,,-7,,0,0,,0,0,0,0,0,2,0,0,0,,,0,0,2,0,0,0,0,0,0,1,-1,0,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mu,,,0,0,0,1,2,3,0,0,2,0,4,0,1,2,0,4,0,0,0,0,,,0,,0,0,,0,0,0,1,0,0,0,0,2,,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mw,,,4,4,0,15,1,0,2,1,0,3,1,2,1,0,2,0,0,0,2,0,,,-22,,0,10,,1,0,1,1,0,0,0,1,11,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,-1,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-mz,,,25,48,0,12,27,20,20,18,9,19,22,7,16,9,5,5,24,0,2,0,,,0,,0,6,,0,14,6,8,0,6,1,0,0,,,11,0,6,0,0,14,7,1,0,15,0,0,,0,1,0,,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,1,0,,0,0,0,0,0,0,5,,,0,0,1,,,0,0,0,0,0,0,6,0,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,,0,-2,0,3,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-nb,,,2,4,0,5,0,16,6,1,0,7,0,0,5,4,1,3,14,0,17,0,,,0,,0,14,,11,0,0,4,0,1,0,1,0,,,9,0,5,0,0,2,0,0,0,2,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-ne,,,1,0,0,0,0,0,3,3,0,5,2,4,1,0,4,2,1,0,0,0,,,0,,0,1,,0,0,1,0,0,0,0,0,-2,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-ni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-nk,,,0,0,0,0,1,0,2,0,4,3,0,0,0,2,0,0,0,0,1,0,,,0,,0,-1,,0,0,4,1,0,3,0,0,0,,,9,0,5,0,0,0,0,3,0,13,0,0,,0,4,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-ns,,,0,0,0,2,2,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,,,0,,0,1,,0,0,1,0,0,0,0,0,-3,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-nu,,,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,,,11,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-ph,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,0,0,,0,1,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-ru,,,0,1,0,4,0,1,0,0,2,1,0,2,0,0,2,1,0,0,1,0,,,-1,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-sa,,,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,,,5,,0,1,,5,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-th,,,2,3,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,2,,0,0,,0,0,0,0,0,5,0,0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,6,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,2,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,1,1,,0,0,0,0,0,,0,0,0,0,0,0,0,
admin_1,mw,mw-zo,,,1,1,0,5,2,8,0,0,4,1,2,6,2,8,3,3,0,0,6,0,,,0,,0,8,,0,1,0,8,0,5,0,0,2,,,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,0,0,0,1,,0,0,0,0,0,0,0,
admin_1,mw,unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,-26,0,0,0,0,0,0,
